יצרן,תאריך כניסה לזאפ,התאמה לגיימינג,מערכת הפעלה,משקל,סדרה,סוג מעבד,נפח זיכרון RAM,מהירות מעבד,דגם מעבד,דור מעבד,סוג הזכרון,כונן קשיח,מהירות כונן קשיח,כונן אופטי,גודל מסך,רזולוציית מסך,סוג מסך,קצב רענון תצוגה,מסך מגע,כרטיס מסך,אמצעי אבטחה,מצלמת רשת,חיבורים,רשת אלחוטית,מודם סלולארי,Page Number,מחיר,תוספת מחיר
Asus,2021,0,Windows 10 PRO,1.07,לא רלוונטי,Intel Celeron,4.0,1100.0,N4500,4.0,4.0,64,eMMC,0,11.6,0.0,LCD,60.0,0,Intel UHD Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,5.0,0.008377605230894973,0
Asus,2022,0,Windows 11 Home,0.78,VivoBook 13 Slate,Intel Pentium Silver,8.0,1100.0,N6000,6.0,4.0,256,SSD,0,13.3,0.1254466804589054,OLED,60.0,1,Intel UHD Graphics,לא כולל,כולל,"Card Reader , אוזניות/מיקרופון , USB-C , Bluetooth , USB",WiFi 6,0,5.0,0.09102983244789538,0
Lenovo,2021,0,ללא,1.65,IdeaPad 3,Intel Core i3,4.0,3000.0,1115G4,11.0,4.0,256,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Integrated Intel UHD Graphics,לא כולל,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,5.0,0.025991009399264405,0
Asus,2021,0,Windows 11 Home,1.6,לא רלוונטי,Intel Core i3,8.0,3000.0,1115G4,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel UHD Graphics,לא כולל,כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,0,5.0,0.05010216591744994,0
Asus,2022,0,ללא,1.8,VivoBook 15,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,1000,SSD,0,15.6,0.1254466804589054,LED,60.0,0,Intel Iris Xe Graphics,לא כולל,כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,0,5.0,0.10621168778095627,0
Lenovo,2021,0,Windows 10 PRO,1.7,ThinkBook 15,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,IPS,60.0,0,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,0,5.0,0.10615038823048631,0
Dell,2021,0,Windows 11 Pro,1.63,Vostro 5510,Intel Core i7,16.0,3300.0,11370H,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , Thunderbolt , USB-C , HDMI , Bluetooth , USB",כולל,0,5.0,0.16009399264405394,0
Lenovo,2021,0,Windows 10 PRO,1.39,ThinkPad L13,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,1000,SSD,0,13.3,0.1254466804589054,IPS,60.0,0,Integrated Intel Iris Xe Graphics,מצלמת IR,1 מגה פיקסל,"DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,5.0,0.1489579076420106,0
Lenovo,2021,0,ללא,1.65,IdeaPad 3,Intel Core i3,8.0,3000.0,1115G4,11.0,4.0,256,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Integrated Intel UHD Graphics,לא כולל,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,5.0,0.031038005721291378,0
Dell,2021,0,Windows 10 PRO,1.22,Latitude 7420,Intel Core i7,32.0,2800.0,1165G7,11.0,4.0,1000,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,כולל,"DisplayPort , Thunderbolt , Card Reader , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,5.0,0.25984879444217407,0
Lenovo,2022,0,Windows 11 Pro,1.5,IdeaPad Flex 5,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,14.0,0.1254466804589054,IPS,60.0,1,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,5.0,0.10096035962402942,750
Dell,2021,0,Windows 11 Home,1.63,Vostro 5510,Intel Core i7,16.0,3300.0,11370H,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , Thunderbolt , USB-C , HDMI , Bluetooth , USB",כולל,0,5.0,0.15643645279934615,0
Dell,2022,0,ללא,1.57,Inspiron 5510,Intel Core i5,8.0,3100.0,11300H,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LED,60.0,0,NVIDIA GeForce MX450,קורא טביעות אצבע,1 מגה פיקסל,"DisplayPort , USB-C , HDMI , Bluetooth , USB",WiFi 6,0,5.0,0.1036779730281978,0
Lenovo,2021,0,Windows 10 PRO,1.64,ThinkPad E14,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,14.0,0.1254466804589054,IPS,60.0,0,Integrated Intel UHD Graphics,קורא טביעות אצבע,1 מגה פיקסל,"Thunderbolt , HDMI , Bluetooth , USB",802.11ax,0,5.0,0.08968124233755619,0
Asus,2021,0,ללא,1.8,לא רלוונטי,Intel Celeron,8.0,1100.0,N4020,4.0,4.0,256,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Intel UHD Graphics 600,לא כולל,כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,0,5.0,0.01454842664487127,0
Dell,2021,0,Windows 11 Home,1.63,Vostro 5510,Intel Core i5,8.0,3200.0,11320H,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , DisplayPort , USB-C , HDMI , Bluetooth , USB",כולל,0,5.0,0.12170004086636697,0
Dell,2021,0,Windows 10 PRO,1.44,Vostro 5410,Intel Core i5,8.0,3200.0,11320H,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , Thunderbolt , USB-C , HDMI , Bluetooth , USB",כולל,0,5.0,0.11763383735185942,0
Lenovo,2021,0,Windows 10 PRO,1.64,ThinkPad E14,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,IPS,60.0,0,Integrated Intel UHD Graphics,קורא טביעות אצבע,1 מגה פיקסל,"RJ-45 , Thunderbolt , HDMI , Bluetooth , USB",802.11ax,0,6.0,0.11836943195749898,0
Dell,2021,0,Windows 11 Home,1.5,Inspiron 5410,Intel Core i7,16.0,3200.0,1195G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,1,NVIDIA GeForce MX350,קורא טביעות אצבע,כולל,"USB-C , HDMI , Bluetooth , USB",WiFi 6,0,6.0,0.1631589701675521,750
HP,2021,0,ללא,1.74,לא רלוונטי,Intel Core i7,8.0,2800.0,1165G7,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,6.0,0.10220678381691868,0
Lenovo,2022,0,Windows 11 Pro,1.64,ThinkPad E14,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,IPS,60.0,0,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,0,6.0,0.11307723743359216,0
Lenovo,2021,0,Windows 10 PRO,1.4,ThinkBook 14,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,IPS,60.0,0,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , Bluetooth , USB",802.11ax,0,6.0,0.11078872088271352,0
HP,2020,0,ללא,1.74,ProBook,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,IPS,60.0,0,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , Bluetooth",WiFi 6,0,6.0,0.08998774008990601,0
Lenovo,2022,0,Windows 11 Pro,1.7,ThinkPad E15,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,IPS,60.0,0,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,0,6.0,0.1163261136085002,0
Lenovo,2022,0,Windows 11 Home,1.5,IdeaPad Flex 5,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,IPS,60.0,1,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,6.0,0.11812423375561913,750
Asus,2022,0,Windows 11 Home,1.65,VivoBook Pro 15,AMD Ryzen 5,8.0,3300.0,5600H,4.0,4.0,512,SSD,0,15.6,0.1254466804589054,OLED,60.0,0,NVIDIA GeForce RTX 3050,קורא טביעות אצבע,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,6.0,0.13804658765835717,0
Asus,2021,0,ללא,1.8,לא רלוונטי,AMD Ryzen 3,8.0,2600.0,3250U,2.0,4.0,256,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,AMD Radeon Graphics,לא כולל,כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,0,6.0,0.0364936657131181,0
Lenovo,2022,0,Windows 11 Pro,1.64,ThinkPad E14,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,14.0,0.1254466804589054,IPS,60.0,0,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,0,6.0,0.10155292194523907,0
Dell,2022,0,Windows 11 Home,1.57,Inspiron 5510,Intel Core i7,16.0,3300.0,11370H,11.0,4.0,1000,SSD,0,15.6,0.1254466804589054,LED,60.0,0,NVIDIA GeForce MX450,קורא טביעות אצבע,1 מגה פיקסל,"USB-C , HDMI , Bluetooth , USB",WiFi 6,0,6.0,0.14795668165100123,0
Dell,2022,0,ללא,1.12,Latitude 7320,Intel Core i5,16.0,2600.0,1145G7,11.0,4.0,512,SSD,0,13.3,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,מצלמת IR,2 מגה פיקסל,"DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,6.0,0.1728238659583163,0
Dell,2021,0,ללא,1.78,Latitude 3520,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , DisplayPort , USB-C , HDMI , Bluetooth , USB",כולל,0,6.0,0.0976501838986514,0
Dell,2022,1,Windows 11 Home,2.57,G15 5511,Intel Core i7,16.0,2300.0,11800H,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LED,120.0,0,NVIDIA GeForce RTX 3050 Ti,לא כולל,1 מגה פיקסל,"RJ-45 , HDMI , Bluetooth , USB",WiFi 6,0,6.0,0.18998774008990602,0
Lenovo,2021,0,Windows 10 PRO,1.39,ThinkPad L13,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,13.3,0.1254466804589054,IPS,60.0,0,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,6.0,0.11193297915815284,0
Lenovo,2022,0,Windows 11 Pro,1.7,ThinkBook 15 G2,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,IPS,60.0,0,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,6.0,0.11430322844299141,0
Lenovo,2022,0,Windows 11 Pro,1.64,ThinkPad E14,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,1000,SSD,0,14.0,0.1254466804589054,IPS,60.0,0,Integrated Intel Iris Xe Graphics,"מצלמת IR , קורא טביעות אצבע",1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,0,6.0,0.14703718839395177,0
Dell,2022,0,Windows 11 Home,1.57,Inspiron 5510,Intel Core i7,16.0,3400.0,11390H,11.0,4.0,1000,SSD,0,15.6,0.1254466804589054,LED,60.0,0,Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"USB-C , HDMI , Bluetooth , USB",WiFi 6,0,6.0,0.14906007355946058,0
Asus,2022,0,Windows 10 PRO,2.0,ZenBook Pro 15,Intel Core i7,16.0,2200.0,10870H,10.0,4.0,1000,SSD,0,15.6,0.1254466804589054,LCD,60.0,1,NVIDIA GeForce GTX 1650Ti,מצלמת IR,כולל,"Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth","WiFi 6 , 802.11ax",0,7.0,0.21808336738863915,0
Dell,2021,0,ללא,1.33,Latitude 7420,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,כולל,"DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,7.0,0.1401512055578259,0
Lenovo,2021,0,ללא,1.39,ThinkPad L13,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,512,SSD,0,13.3,0.1254466804589054,IPS,60.0,0,INTEGRATED INTEL IRIS XE GRAPHICS,קורא טביעות אצבע,1 מגה פיקסל,"Thunderbolt , USB-C , HDMI , Bluetooth , USB",802.11ax,0,7.0,0.10911319983653453,0
Dell,2022,0,ללא,1.57,Inspiron 5510,Intel Core i7,16.0,3400.0,11390H,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LED,60.0,0,Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"Thunderbolt , USB-C , HDMI , Bluetooth , USB",WiFi 6,0,7.0,0.12022885165508786,0
Dell,2022,0,Windows 11 Home,1.57,Inspiron 5510,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LED,60.0,0,NVIDIA GeForce MX450,קורא טביעות אצבע,1 מגה פיקסל,"DisplayPort , USB-C , HDMI , Bluetooth , USB",WiFi 6,0,7.0,0.10823457294646506,0
Lenovo,2021,0,Windows  10,1.5,Flex 5,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,1,NVIDIA GeForce MX450,קורא טביעות אצבע,1 מגה פיקסל,"אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,0,7.0,0.12167960768287699,750
Lenovo,2021,0,ללא,1.64,ThinkPad E14,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,1000,SSD,0,14.0,0.1254466804589054,IPS,60.0,0,Integrated Intel UHD Graphics,קורא טביעות אצבע,1 מגה פיקסל,"RJ-45 , Thunderbolt , HDMI , Bluetooth , USB",802.11ax,0,7.0,0.12270126685737638,0
Dell,2021,0,Windows 10 PRO,1.52,Latitude 3420,Intel Core i7,8.0,2800.0,1165G7,11.0,4.0,256,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,כולל,"RJ-45 , DisplayPort , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,7.0,0.15018389865140988,0
Lenovo,2021,0,Windows 10 PRO,1.64,ThinkPad E14,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,256,SSD,0,14.0,0.1254466804589054,IPS,60.0,0,Integrated Intel UHD Graphics,קורא טביעות אצבע,1 מגה פיקסל,"RJ-45 , Thunderbolt , HDMI , Bluetooth",802.11ax,0,7.0,0.10939926440539437,0
Lenovo,2022,0,Windows 11 Home,1.65,IdeaPad 3,Intel Core i7,8.0,2800.0,1165G7,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Integrated Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,7.0,0.09152022885165509,0
Lenovo,2021,0,Windows 11 Home,1.5,IdeaPad Flex 5,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,IPS,60.0,1,NVIDIA GeForce MX450,קורא טביעות אצבע,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,7.0,0.13073150796894156,750
Dell,2022,0,ללא,1.57,Inspiron 5510,Intel Core i5,8.0,3100.0,11300H,11.0,4.0,256,SSD,0,15.6,0.1254466804589054,LED,60.0,0,Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"DisplayPort , USB-C , HDMI , Bluetooth , USB",WiFi 6,0,7.0,0.08788312219043727,0
Asus,2021,0,Windows 11 Home,1.8,VivoBook 15,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Intel UHD Graphics,לא כולל,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,7.0,0.0745198201879853,0
Asus,2022,0,Windows 10 PRO,1.73,ExpertBook B1,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"VGA , RJ-45 , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,7.0,0.10570085819370657,0
Lenovo,2021,0,Windows  10,2.2,IdeaPad L3,Intel Pentium Gold,4.0,2000.0,7505,7.0,4.0,256,SSD,1,15.6,0.1254466804589054,IPS,60.0,0,Integrated Intel UHD Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,0,7.0,0.03263179403351042,0
Lenovo,2022,0,Windows 11 Home,1.65,IdeaPad 3,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Integrated Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,7.0,0.06706170821413976,0
Dell,2022,0,Windows 11 Home,1.44,Vostro 5410,Intel Core i5,8.0,3200.0,11320H,11.0,4.0,256,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,0,7.0,0.11352676747037188,0
Asus,2022,0,ללא,1.73,ExpertBook B1,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"VGA , RJ-45 , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,7.0,0.06469145892930118,0
Lenovo,2021,0,ללא,1.65,IdeaPad 3,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,NVIDIA GeForce MX350,לא כולל,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,7.0,0.0601757253780139,0
Dell,2022,0,Windows 10 PRO,1.59,Latitude 5520,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,כולל,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,7.0,0.12891295463833266,0
Lenovo,2021,0,ללא,1.65,IdeaPad 3,Intel Core i3,8.0,3000.0,1115G4,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Integrated Intel UHD Graphics,לא כולל,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,7.0,0.038761749080506745,0
Lenovo,2022,0,Windows 11 Home,1.65,IdeaPad 3,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,1012,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,INTEGRATED INTEL IRIS XE GRAPHICS,לא כולל,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth","WiFi 6 , 802.11ax",0,8.0,0.05923579893747446,0
Lenovo,2021,0,ללא,2.1,IdeaPad 3,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,512,SSD,0,17.3,0.1254466804589054,IPS,60.0,0,NVIDIA GeForce MX350,קורא טביעות אצבע,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,8.0,0.13536984062116877,0
Lenovo,2021,0,ללא,1.4,ThinkBook 14,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,14.0,0.1254466804589054,IPS,60.0,0,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"RJ-45 , Thunderbolt , USB-C , HDMI , Bluetooth , USB",802.11ax,0,8.0,0.06242337556191255,0
Lenovo,2022,0,Windows 11 Home,1.5,IdeaPad Flex 5,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,IPS,60.0,1,NVIDIA GeForce MX450,קורא טביעות אצבע,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,8.0,0.12780956272987332,750
Dell,2022,1,Windows 11 Home,2.57,G15 5511,Intel Core i5,16.0,2700.0,11400H,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LED,120.0,0,NVIDIA GeForce RTX 3050 Ti,לא כולל,1 מגה פיקסל,"RJ-45 , HDMI , Bluetooth , USB",WiFi 6,0,8.0,0.17527584797711485,0
Asus,2022,0,Windows 11 Home,1.14,ZenBook 13,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,1000,SSD,0,13.3,0.1254466804589054,OLED,60.0,0,Intel Iris Xe Graphics,מצלמת IR,כולל,"Thunderbolt , Card Reader , Bluetooth , USB","WiFi 6 , 802.11ax",0,8.0,0.17987331426236208,0
Lenovo,2021,0,Windows  10,2.2,IdeaPad L3,Intel Core i3,4.0,3000.0,1115G4,11.0,4.0,256,SSD,1,15.6,0.1254466804589054,IPS,60.0,0,Integrated Intel UHD Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,0,8.0,0.0446669391091132,0
HP,2022,0,Windows 11 Home,1.74,לא רלוונטי,Intel Core i3,8.0,3000.0,1115G4,11.0,4.0,256,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Intel UHD Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,0,8.0,0.05108295872496935,0
Dell,2022,0,ללא,1.57,Inspiron 5510,Intel Core i7,8.0,3300.0,11370H,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LED,60.0,0,NVIDIA GeForce MX450,קורא טביעות אצבע,1 מגה פיקסל,Bluetooth,WiFi 6,0,8.0,0.12360032693093584,0
HP,2021,0,Windows 10 PRO,1.74,ProBook 450,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,IPS,60.0,0,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,Bluetooth,WiFi 6,0,8.0,0.10655905190028607,0
Dell,2021,0,Windows 11 Home,1.44,Vostro 5410,Intel Core i7,16.0,3300.0,11370H,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,0,8.0,0.15390273804658766,0
Lenovo,2022,1,Windows 11 Home,2.25,IdeaPad Gaming 3,Intel Core i5,16.0,3100.0,11300H,11.0,4.0,1000,SSD,0,15.6,0.1254466804589054,IPS,120.0,0,NVIDIA GeForce RTX 3050,לא כולל,1 מגה פיקסל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,8.0,0.16113608500204332,0
Lenovo,2022,1,ללא,2.98,Legion 5,Intel Core i7,16.0,2300.0,11800H,11.0,4.0,512,SSD,0,17.3,0.1254466804589054,IPS,144.0,0,NVIDIA GeForce RTX 3050 Ti,לא כולל,1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,8.0,0.18393951777686965,0
Lenovo,2020,0,Windows 10 PRO,1.26,ThinkBook,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,13.3,0.15365807786345684,IPS,60.0,0,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"Thunderbolt , Bluetooth , USB",802.11ax,0,8.0,0.09901920719248059,0
Lenovo,2021,0,ללא,1.9,ThinkPad E15,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,15.6,0.1254466804589054,IPS,60.0,0,Integrated Intel UHD Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , Thunderbolt , HDMI , Bluetooth , USB",802.11ax,0,8.0,0.09713935431140172,0
