Brand,Zap Enter Date,Gaming Compability,Operating System,Two in One,Weight,Series,CPU type,RAM Capacity,CPU speed,CPU modal,CPU generation,Hard drive capacity,Hard drive Type,Optical Drive,Screen Size,Screen Resolution,Screen Type,FPS,Touch Screen,GPU,Web camera,Secutiry,Connectors,Wifi modal,Cellular modem,Min price,Max price,Page number,Memory type
Dell,2021,לא רלוונטי,ללא,ללא,"1.44 ק""ג",Vostro 5410,Intel Core i5,8 GB,3200MHz,11320H,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LED,60 Hz,ללא,Intel Iris Xe Graphics,כולל,קורא טביעות אצבע,"RJ-45 , DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"2,690","3,445",4.0,DDR4
HP,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"1.74 ק""ג",לא רלוונטי,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,,1 מגה פיקסל,לא כולל,"RJ-45 , HDMI , Bluetooth , USB",כולל,לא כולל,"2,529","2,990",4.0,DDR4
Dell,2021,לא רלוונטי,Windows 10 PRO,לא רלוונטי,"1.22 ק""ג",Latitude 7420,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,לא כולל,לא כולל,"DisplayPort , Thunderbolt , Card Reader , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"5,839","7,492",4.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 s,לא רלוונטי,"1.5 ק""ג",ThinkPad E14,Intel Core i3,8 GB,3000Mhz,1115G4,דור 11,512 GB,SSD,לא כולל,14 אינטש,,LCD,60 Hz,ללא,Integrated graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , Card Reader , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"2,556","3,478",4.0,DDR4
Dell,מ 2022,לא רלוונטי,ללא,ללא,"1.79 ק""ג",Latitude 3520,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,2 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"3,075","3,428",4.0,DDR4
Lenovo,2021,לא רלוונטי,ללא,ללא,"1.65 ק""ג",IdeaPad 3,Intel Core i3,8 GB,3000Mhz,1115G4,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Integrated Intel UHD Graphics,1 מגה פיקסל,לא כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"1,589","1,973",4.0,DDR4
Asus,מ 2022,לא רלוונטי,Windows  10,ללא,"1.8 ק""ג",לא רלוונטי,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,OLED,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"3,840","4,290",4.0,DDR4
Asus,2021,לא רלוונטי,Windows 10 PRO,ללא,"0.75 ק""ג",ExpertBook B9,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris X Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"6,300","6,990",4.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"2.10 ק""ג",IdeaPad 3,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,17.3 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"3,031","3,329",4.0,DDR4
Lenovo,2021,לא רלוונטי,ללא,ללא,"1.7 ק""ג",ThinkBook 15,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,Intel Iris X Graphics,1 מגה פיקסל,קורא טביעות אצבע,"RJ-45 , Thunderbolt , Card Reader , USB-C , HDMI , Bluetooth , USB","כולל , 802.11ac",לא כולל,"2,877","3,132",4.0,DDR4
Dell,2021,לא רלוונטי,ללא,ללא,"1.73 ק""ג",Inspiron 3511,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,1 מגה פיקסל,לא כולל,"HDMI , USB",,לא כולל,"2,790","4,000",4.0,DDR4
Dell,2021,לא רלוונטי,Windows 11 Home,ללא,"1.73 ק""ג",Inspiron 3511,Intel Core i7,8 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,,LCD,60 Hz,ללא,Intel UHD Graphics,1 מגה פיקסל,לא כולל,"אוזניות/מיקרופון , USB-C , HDMI , USB",,לא כולל,"3,448","3,949",4.0,DDR4
Asus,2021,לא רלוונטי,ללא,ללא,"1.8 ק""ג",לא רלוונטי,Intel Core i3,8 GB,3000Mhz,1115G4,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,כולל,לא כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"1,730","2,109",4.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Home,מסך מסתובב,"1.5 ק""ג",IdeaPad Flex 5,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,NVIDIA GeForce MX450,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"4,304","4,729",4.0,DDR4
Asus,2021,גיימינג,Windows  10,ללא,"2.0 ק""ג",TUF Dash F15,Intel Core i7,16 GB,3300Mhz,11370H,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,144 Hz,ללא,NVIDIA GeForce RTX 3050,לא כולל,לא כולל,"DisplayPort , Thunderbolt , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"4,682","5,650",4.0,DDR4
Dell,מ 2022,לא רלוונטי,ללא,ללא,"1.69 ק""ג",Vostro 3510,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , אוזניות/מיקרופון , HDMI , Bluetooth , USB",כולל,לא כולל,"2,712","3,014",4.0,DDR4
Lenovo,2021,לא רלוונטי,Windows  10,ללא,"1.66 ק""ג",IdeaPad 5,Intel Core i3,4 GB,3000Mhz,1115G4,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Integrated Intel UHD Graphics,1 מגה פיקסל,לא כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"1,789","2,269",4.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.2 ק""ג",ThinkBook 13s,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,13.3 אינטש,1920x1200,LCD,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Thunderbolt , HDMI , Bluetooth , USB",802.11ax,לא כולל,"2,975","3,500",4.0,DDR4
Dell,2021,לא רלוונטי,Windows 10 PRO,לא רלוונטי,"1.22 ק""ג",Latitude 7420,Intel Core i5,16 GB,2600Mhz,1145G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,לא כולל,לא כולל,"DisplayPort , Thunderbolt , Card Reader , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"4,599","6,090",4.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Home,מסך מסתובב,"1.5 ק""ג",IdeaPad Flex 5,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,כולל,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"3,030","3,609",4.0,DDR4
Asus,2021,לא רלוונטי,ללא,ללא,"1.8 ק""ג",לא רלוונטי,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,OLED,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"2,941","3,535",4.0,DDR4
Dell,2021,לא רלוונטי,Windows 11 Pro,ללא,"1.63 ק""ג",Vostro 5510,Intel Core i5,8 GB,3200MHz,11320H,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"3,644","4,500",5.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.7 ק""ג",ThinkBook 15,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"2,989","3,890",5.0,DDR4
HP,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.74 ק""ג",HP250,Intel Core i3,8 GB,3000Mhz,1115G4,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,כולל,לא כולל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"2,216","2,649",5.0,DDR4
Asus,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.07 ק""ג",לא רלוונטי,Intel Celeron,4 GB,1100Mhz,N4500,דור 4,64 GB,eMMC,לא כולל,11.6 אינטש,1366x768,LCD,60 Hz,ללא,Intel UHD Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,990,"1,202",5.0,DDR4
Asus,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"0.78 ק""ג",VivoBook 13 Slate,Intel Pentium Silver,8 GB,1100Mhz,N6000,דור 6,256 GB,SSD,לא כולל,13.3 אינטש,1920x1080,OLED,60 Hz,כולל,Intel UHD Graphics,כולל,לא כולל,"Card Reader , אוזניות/מיקרופון , USB-C , Bluetooth , USB",WiFi 6,לא כולל,"2,947","3,290",5.0,DDR4
Lenovo,2021,לא רלוונטי,ללא,ללא,"1.65 ק""ג",IdeaPad 3,Intel Core i3,4 GB,3000Mhz,1115G4,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Integrated Intel UHD Graphics,1 מגה פיקסל,לא כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"1,305","1,749",5.0,DDR4
Asus,2021,לא רלוונטי,Windows 11 Home,ללא,"1.6 ק""ג",לא רלוונטי,Intel Core i3,8 GB,3000Mhz,1115G4,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,כולל,לא כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"1,958","2,276",5.0,DDR4
Asus,מ 2022,לא רלוונטי,ללא,ללא,"1.8 ק""ג",VivoBook 15,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LED,60 Hz,ללא,Intel Iris Xe Graphics,כולל,לא כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"3,191","3,789",5.0,DDR4
Dell,מ 2022,לא רלוונטי,ללא,ללא,"1.69 ק""ג",Vostro 3510,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,,1 מגה פיקסל,לא כולל,"RJ-45 , אוזניות/מיקרופון , HDMI , Bluetooth , USB",כולל,לא כולל,"3,435","3,856",5.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.7 ק""ג",ThinkBook 15,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"3,387","3,590",5.0,DDR4
Dell,2021,לא רלוונטי,Windows 11 Pro,ללא,"1.63 ק""ג",Vostro 5510,Intel Core i7,16 GB,3300Mhz,11370H,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , Thunderbolt , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"4,327","5,290",5.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.39 ק""ג",ThinkPad L13,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,13.3 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,מצלמת IR,"DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"4,371","4,701",5.0,DDR4
Dell,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"1.69 ק""ג",Vostro 3510,Intel Core i5,,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , אוזניות/מיקרופון , HDMI , Bluetooth , USB",כולל,לא כולל,"2,791","3,199",5.0,DDR4
Dell,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"1.69 ק""ג",Vostro 3510,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,,1 מגה פיקסל,לא כולל,"RJ-45 , HDMI , Bluetooth , USB",כולל,לא כולל,"3,699","4,290",5.0,DDR4
Lenovo,2021,לא רלוונטי,ללא,ללא,"1.65 ק""ג",IdeaPad 3,Intel Core i3,8 GB,3000Mhz,1115G4,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Integrated Intel UHD Graphics,1 מגה פיקסל,לא כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"1,511","1,790",5.0,DDR4
Dell,מ 2022,לא רלוונטי,Windows 11 Pro,ללא,"1.69 ק""ג",Vostro 3510,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,,1 מגה פיקסל,לא כולל,"RJ-45 , אוזניות/מיקרופון , HDMI , Bluetooth , USB",כולל,לא כולל,"2,942","3,330",5.0,DDR4
Dell,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.22 ק""ג",Latitude 7420,Intel Core i7,32 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,כולל,לא כולל,"DisplayPort , Thunderbolt , Card Reader , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"6,609","7,890",5.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Pro,מסך מסתובב,"1.5 ק""ג",IdeaPad Flex 5,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,Integrated Intel Iris Xe Graphics,כולל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"3,187","3,536",5.0,DDR4
Dell,2021,לא רלוונטי,Windows 11 Home,ללא,"1.63 ק""ג",Vostro 5510,Intel Core i7,16 GB,3300Mhz,11370H,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , Thunderbolt , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"4,248","5,190",5.0,DDR4
Dell,מ 2022,לא רלוונטי,ללא,ללא,"1.57 ק""ג",Inspiron 5510,Intel Core i5,8 GB,3100Mhz,11300H,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LED,60 Hz,ללא,NVIDIA GeForce MX450,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , USB-C , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"3,166","3,690",5.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,לא רלוונטי,"1.64 ק""ג",ThinkPad E14,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel UHD Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Thunderbolt , HDMI , Bluetooth , USB",802.11ax,לא כולל,"2,971","3,200",5.0,DDR4
Asus,2021,לא רלוונטי,ללא,ללא,"1.8 ק""ג",לא רלוונטי,Intel Celeron,8 GB,1100Mhz,N4020,דור 4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics 600,כולל,לא כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"1,109","1,385",5.0,DDR4
Dell,2021,לא רלוונטי,Windows 11 Home,ללא,"1.63 ק""ג",Vostro 5510,Intel Core i5,8 GB,3200MHz,11320H,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"3,448","4,290",5.0,DDR4
Dell,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.44 ק""ג",Vostro 5410,Intel Core i5,8 GB,3200MHz,11320H,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , Thunderbolt , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"3,549","3,990",5.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.64 ק""ג",ThinkPad E14,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel UHD Graphics,1 מגה פיקסל,קורא טביעות אצבע,"RJ-45 , Thunderbolt , HDMI , Bluetooth , USB",802.11ax,לא כולל,"3,455","4,120",6.0,DDR4
Dell,2021,לא רלוונטי,ללא,ללא,"1.73 ק""ג",Inspiron 3511,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,1 מגה פיקסל,לא כולל,"HDMI , USB",,לא כולל,"2,569","3,190",6.0,DDR4
Dell,2021,לא רלוונטי,Windows 11 Home,מסך מסתובב,"1.5 ק""ג",Inspiron 5410,Intel Core i7,16 GB,3200MHz,1195G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,כולל,NVIDIA GeForce MX350,כולל,קורא טביעות אצבע,"USB-C , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"4,678","5,089",6.0,DDR4
HP,2021,לא רלוונטי,ללא,ללא,"1.74 ק""ג",לא רלוונטי,Intel Core i7,8 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"2,984","3,800",6.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Pro,ללא,"1.64 ק""ג",ThinkPad E14,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"3,487","3,829",6.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.4 ק""ג",ThinkBook 14,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , Bluetooth , USB",802.11ax,לא כולל,"3,464","3,740",6.0,DDR4
HP,2020,לא רלוונטי,ללא,ללא,"1.74 ק""ג",ProBook,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , Bluetooth",WiFi 6,לא כולל,"2,865","3,321",6.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Pro,ללא,"1.7 ק""ג",ThinkPad E15,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"3,570","3,905",6.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Home,מסך מסתובב,"1.5 ק""ג",IdeaPad Flex 5,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"3,506","4,057",6.0,DDR4
Asus,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"1.65 ק""ג",VivoBook Pro 15,AMD Ryzen 5,8 GB,3300Mhz,5600H,דור 4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,OLED,60 Hz,ללא,NVIDIA GeForce RTX 3050,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"4,027","4,511",6.0,DDR4
Asus,2021,לא רלוונטי,ללא,לא רלוונטי,"1.8 ק""ג",לא רלוונטי,AMD Ryzen 3,8 GB,2600Mhz,3250U,דור 2,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,AMD Radeon Graphics,כולל,לא כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"1,569","1,999",6.0,DDR4
Lenovo,מ 2022,לא רלוונטי,ללא,ללא,"1.6 ק""ג",V14 ADA,AMD,8 GB,,3020e,,256 GB,SSD,לא כולל,14 אינטש,,LCD,60 Hz,ללא,Integrated AMD Radeon Graphics,כולל,לא כולל,"Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ac,לא כולל,"1,077","1,349",6.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Pro,ללא,"1.64 ק""ג",ThinkPad E14,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"3,064","3,688",6.0,DDR4
